id,key,value,category
83568083,highway,turning_circle,regular
83568197,highway,turning_circle,regular
83568318,crossing,traffic_signals,regular
83568318,highway,traffic_signals,regular
83568407,highway,turning_circle,regular
83568617,highway,turning_circle,regular
83568978,highway,stop,regular
83569048,highway,turning_circle,regular
83569055,highway,turning_circle,regular
83569299,highway,turning_circle,regular
83569305,highway,turning_circle,regular
83569366,highway,turning_circle,regular
83569601,crossing,traffic_signals,regular
83569601,highway,traffic_signals,regular
83569603,crossing,traffic_signals,regular
83569603,highway,traffic_signals,regular
83569605,bicycle,yes,regular
83569605,crossing,traffic_signals,regular
83569605,crossing_ref,toucan,regular
83569605,highway,crossing,regular
83570308,crossing,traffic_signals,regular
83570308,highway,traffic_signals,regular
83571131,highway,turning_circle,regular
83571188,highway,turning_circle,regular
83571261,highway,turning_circle,regular
83571338,crossing,traffic_signals,regular
83571338,highway,traffic_signals,regular
83571463,highway,traffic_signals,regular
83572151,highway,stop,regular
83572229,highway,stop,regular
83572229,stop,all,regular
83573497,highway,turning_circle,regular
83573508,highway,turning_circle,regular
83573514,highway,turning_circle,regular
83573559,highway,turning_circle,regular
83573570,highway,turning_circle,regular
83573664,highway,turning_circle,regular
83573712,highway,turning_circle,regular
83573804,highway,traffic_signals,regular
83573842,highway,traffic_signals,regular
83573874,highway,traffic_signals,regular
83574353,highway,turning_circle,regular
83574439,highway,turning_circle,regular
83574777,highway,traffic_signals,regular
83575201,highway,traffic_signals,regular
83575224,highway,traffic_signals,regular
83575922,highway,traffic_signals,regular
83575926,crossing,traffic_signals,regular
83575926,highway,traffic_signals,regular
83575950,highway,turning_circle,regular
83576228,highway,traffic_signals,regular
83576243,crossing,traffic_signals,regular
83576243,highway,traffic_signals,regular
83576343,highway,traffic_signals,regular
83576379,highway,traffic_signals,regular
83576540,highway,turning_circle,regular
83576871,crossing,traffic_signals,regular
83576871,highway,traffic_signals,regular
83576876,highway,traffic_signals,regular
83576898,crossing,traffic_signals,regular
83576898,highway,traffic_signals,regular
83576938,highway,turning_circle,regular
83576943,highway,turning_circle,regular
83576957,highway,turning_circle,regular
83577243,highway,turning_circle,regular
83577320,crossing,traffic_signals,regular
83577320,highway,traffic_signals,regular
83577347,highway,traffic_signals,regular
83578107,highway,turning_circle,regular
83578153,highway,turning_circle,regular
83578303,highway,turning_circle,regular
83578334,highway,traffic_signals,regular
83578336,railway,level_crossing,regular
83578339,traffic_signals,yes,regular
83578366,crossing,traffic_signals,regular
83578366,highway,traffic_signals,regular
83578383,crossing,traffic_signals,regular
83578383,highway,traffic_signals,regular
83578705,highway,turning_circle,regular
83578749,highway,turning_circle,regular
83578810,highway,traffic_signals,regular
83579191,highway,traffic_signals,regular
83579199,highway,traffic_signals,regular
83579218,crossing,traffic_signals,regular
83579218,highway,traffic_signals,regular
83579283,highway,turning_circle,regular
83579403,highway,turning_circle,regular
83579456,highway,turning_circle,regular
83579463,highway,turning_circle,regular
83579467,highway,turning_circle,regular
83579507,railway,level_crossing,regular
83579516,railway,level_crossing,regular
83579519,crossing,traffic_signals,regular
83579519,highway,traffic_signals,regular
83580188,railway,switch,regular
83582435,light_rail,yes,regular
83582435,name,Central Pointe,regular
83582435,network,TRAX,regular
83582435,operator,Utah Transit Authority,regular
83582435,public_transport,stop_position,regular
83582435,railway,tram_stop,regular
83582437,railway,level_crossing,regular
83582440,crossing,traffic_signals,regular
83582440,railway,level_crossing,regular
83582447,railway,switch,regular
83582454,name,Ballpark,regular
83582454,network,TRAX,regular
83582454,public_transport,stop_position,regular
83582454,railway,tram_stop,regular
83582454,wikidata,Q4851206,regular
83582970,highway,stop,regular
83582970,stop,all,regular
83582984,highway,turning_circle,regular
83583088,crossing,traffic_signals,regular
83583088,highway,traffic_signals,regular
83583185,highway,turning_circle,regular
83583217,highway,turning_circle,regular
83583294,highway,turning_circle,regular
83583335,highway,turning_circle,regular
83583388,highway,stop,regular
83583992,highway,turning_circle,regular
83584081,highway,traffic_signals,regular
83584423,highway,turning_circle,regular
83585066,highway,turning_circle,regular
83585241,highway,turning_circle,regular
83585805,highway,turning_circle,regular
83586030,highway,turning_circle,regular
83586575,highway,turning_circle,regular
83586851,highway,turning_circle,regular
83587161,highway,turning_circle,regular
83587527,railway,level_crossing,regular
83588225,highway,turning_circle,regular
83588275,highway,turning_circle,regular
83588578,crossing,traffic_signals,regular
83588578,highway,traffic_signals,regular
83588592,crossing,traffic_signals,regular
83588592,highway,traffic_signals,regular
83588651,crossing,traffic_signals,regular
83588651,highway,traffic_signals,regular
83588661,crossing,traffic_signals,regular
83588661,highway,traffic_signals,regular
83589456,highway,turning_circle,regular
83589673,highway,turning_circle,regular
83589695,highway,turning_circle,regular
83589780,highway,turning_circle,regular
83589808,highway,turning_circle,regular
83589868,highway,turning_circle,regular
83589897,highway,turning_circle,regular
83590304,highway,turning_circle,regular
83590316,highway,turning_circle,regular
83590355,highway,traffic_signals,regular
83590455,highway,turning_circle,regular
83590621,highway,turning_circle,regular
83590767,highway,stop,regular
83591039,highway,turning_circle,regular
83591077,highway,turning_circle,regular
83591551,highway,turning_circle,regular
83592170,crossing,traffic_signals,regular
83592170,railway,level_crossing,regular
83592173,highway,traffic_signals,regular
83592355,highway,turning_circle,regular
83592497,highway,turning_circle,regular
83592812,highway,turning_circle,regular
83592908,highway,turning_circle,regular
83593060,highway,turning_circle,regular
83593067,highway,turning_circle,regular
83593134,highway,turning_circle,regular
83593350,highway,traffic_signals,regular
83593353,crossing,traffic_signals,regular
83593353,highway,traffic_signals,regular
83593356,crossing,traffic_signals,regular
83593356,highway,traffic_signals,regular
83593515,highway,turning_circle,regular
83593681,highway,turning_circle,regular
83594243,highway,traffic_signals,regular
83594395,highway,turning_circle,regular
83594856,highway,turning_circle,regular
83595257,highway,turning_circle,regular
83595845,highway,turning_circle,regular
83596009,crossing,traffic_signals,regular
83596009,highway,traffic_signals,regular
83596037,highway,traffic_signals,regular
83596509,highway,traffic_signals,regular
83596509,traffic_signals,signal,regular
83596580,highway,traffic_signals,regular
83596620,crossing,traffic_signals,regular
83596620,highway,traffic_signals,regular
83596639,crossing,traffic_signals,regular
83596639,highway,traffic_signals,regular
83596658,highway,traffic_signals,regular
83596666,crossing,traffic_signals,regular
83596666,highway,traffic_signals,regular
83596725,highway,turning_circle,regular
83596738,highway,turning_circle,regular
83597032,highway,turning_circle,regular
83597052,highway,turning_circle,regular
83597294,highway,turning_circle,regular
83598245,highway,turning_circle,regular
83598375,highway,turning_circle,regular
83599999,highway,traffic_signals,regular
83600002,highway,stop,regular
83600008,highway,turning_circle,regular
83601391,highway,turning_circle,regular
83601858,highway,turning_circle,regular
83602737,crossing,traffic_signals,regular
83602737,highway,traffic_signals,regular
83602754,highway,turning_circle,regular
83602795,highway,turning_circle,regular
83602823,highway,turning_circle,regular
83602905,highway,turning_circle,regular
83603319,highway,turning_circle,regular
83603397,highway,turning_circle,regular
83603972,highway,turning_circle,regular
83604408,highway,turning_circle,regular
83604620,highway,turning_circle,regular
83604625,highway,turning_circle,regular
83605654,highway,turning_circle,regular
83605746,highway,traffic_signals,regular
83605794,highway,turning_circle,regular
83605950,highway,turning_circle,regular
83606142,railway,level_crossing,regular
83606831,highway,turning_circle,regular
83606841,highway,turning_circle,regular
83607058,highway,turning_circle,regular
83607368,highway,turning_circle,regular
83608374,highway,traffic_signals,regular
83608388,highway,stop,regular
83608425,highway,traffic_signals,regular
83608513,crossing,traffic_signals,regular
83608513,highway,traffic_signals,regular
83608605,highway,turning_circle,regular
83608681,highway,turning_circle,regular
83609148,highway,turning_circle,regular
83609617,highway,turning_circle,regular
83609758,crossing,traffic_signals,regular
83609758,highway,traffic_signals,regular
83609784,highway,traffic_signals,regular
83609784,traffic_signals,signal,regular
83609784,direction,both,traffic_signals
83609791,crossing,traffic_signals,regular
83609791,highway,traffic_signals,regular
83609797,highway,traffic_signals,regular
83609821,highway,traffic_signals,regular
83610794,highway,traffic_signals,regular
83610959,crossing,traffic_signals,regular
83610959,highway,traffic_signals,regular
83611154,crossing,traffic_signals,regular
83611154,highway,traffic_signals,regular
83611332,highway,turning_circle,regular
83611338,highway,turning_circle,regular
83611550,crossing,traffic_signals,regular
83611550,highway,traffic_signals,regular
83611649,highway,turning_circle,regular
83611669,highway,turning_circle,regular
83611883,highway,turning_circle,regular
83612421,highway,turning_circle,regular
83612448,highway,turning_circle,regular
83612521,highway,stop,regular
83612521,note,4-way stop,regular
83612521,stop,all,regular
83612545,highway,turning_circle,regular
83612671,highway,turning_circle,regular
83613410,highway,turning_circle,regular
83613713,highway,turning_circle,regular
83613754,highway,turning_circle,regular
83614277,highway,turning_circle,regular
83614562,highway,turning_circle,regular
83614654,highway,turning_circle,regular
83614807,highway,turning_circle,regular
83615049,highway,turning_circle,regular
83615090,highway,turning_circle,regular
83615162,highway,turning_circle,regular
83615287,highway,turning_circle,regular
83615323,highway,traffic_signals,regular
83615323,traffic_signals,signal,regular
83615970,highway,turning_circle,regular
83616134,highway,turning_circle,regular
83616237,highway,turning_circle,regular
83616793,highway,turning_circle,regular
83616862,highway,turning_circle,regular
83616917,highway,turning_circle,regular
83617134,highway,turning_circle,regular
83617371,highway,turning_circle,regular
83618302,highway,traffic_signals,regular
83618464,highway,traffic_signals,regular
83618652,highway,turning_circle,regular
83619152,highway,turning_circle,regular
83619162,highway,turning_circle,regular
83619628,highway,turning_circle,regular
83619820,highway,turning_circle,regular
83619846,highway,turning_circle,regular
83619947,crossing,traffic_signals,regular
83619947,highway,traffic_signals,regular
83620077,highway,turning_circle,regular
83620144,highway,turning_circle,regular
83620429,highway,turning_circle,regular
83620440,highway,traffic_signals,regular
83620879,highway,turning_circle,regular
83621134,highway,traffic_signals,regular
83621177,crossing,traffic_signals,regular
83621177,highway,traffic_signals,regular
83621214,highway,traffic_signals,regular
83621214,traffic_signals,signal,regular
83621216,highway,traffic_signals,regular
83621216,traffic_signals,signal,regular
83621222,highway,traffic_signals,regular
83621222,traffic_signals,signal,regular
83621473,highway,traffic_signals,regular
83621475,highway,traffic_signals,regular
83621478,highway,traffic_signals,regular
83621491,highway,traffic_signals,regular
83621505,highway,turning_circle,regular
83621853,highway,turning_circle,regular
83621863,highway,turning_circle,regular
83621936,highway,turning_circle,regular
83621939,highway,turning_circle,regular
83622058,highway,turning_circle,regular
83622167,highway,turning_circle,regular
83622512,highway,turning_circle,regular
83622626,highway,traffic_signals,regular
83622630,crossing,traffic_signals,regular
83622630,highway,traffic_signals,regular
83622709,highway,turning_circle,regular
83622800,highway,turning_circle,regular
83622804,highway,turning_circle,regular
83622940,highway,turning_circle,regular
83623051,highway,turning_circle,regular
83623135,highway,turning_circle,regular
83623216,highway,turning_circle,regular
83623257,highway,turning_circle,regular
83623278,highway,turning_circle,regular
83623306,highway,turning_circle,regular
83623769,highway,turning_circle,regular
83623794,highway,turning_circle,regular
83624153,highway,turning_circle,regular
83624338,highway,turning_circle,regular
83624501,highway,traffic_signals,regular
83624534,highway,turning_circle,regular
83624655,highway,turning_circle,regular
83624757,highway,turning_circle,regular
83624837,highway,turning_circle,regular
83624879,highway,turning_circle,regular
83625061,highway,turning_circle,regular
83625414,highway,turning_circle,regular
83625472,highway,turning_circle,regular
83625638,highway,turning_circle,regular
83625996,highway,turning_circle,regular
83625998,highway,turning_circle,regular
83626000,highway,turning_circle,regular
83626008,highway,turning_circle,regular
83626668,highway,turning_circle,regular
83626752,highway,turning_circle,regular
83626813,highway,turning_circle,regular
83627149,highway,turning_circle,regular
83627164,highway,turning_circle,regular
83627376,highway,turning_circle,regular
83627447,highway,turning_circle,regular
83627494,barrier,half,crossing
83627494,railway,level_crossing,regular
83627502,railway,crossing,regular
83627504,railway,level_crossing,regular
83627519,barrier,half,crossing
83627519,railway,level_crossing,regular
83628203,highway,turning_circle,regular
83628417,highway,turning_circle,regular
83628857,crossing,traffic_signals,regular
83628857,highway,traffic_signals,regular
83628894,highway,traffic_signals,regular
83628993,highway,turning_circle,regular
83629079,highway,turning_circle,regular
83629131,highway,turning_circle,regular
83629500,highway,turning_circle,regular
83629711,highway,turning_circle,regular
83629732,highway,turning_circle,regular
83629856,highway,turning_circle,regular
83629864,highway,traffic_signals,regular
83629918,highway,turning_circle,regular
83630099,highway,turning_circle,regular
83630380,highway,turning_circle,regular
83630443,highway,turning_circle,regular
83630658,highway,traffic_signals,regular
83630676,highway,traffic_signals,regular
83630726,highway,traffic_signals,regular
83631258,highway,turning_circle,regular
83631293,highway,turning_circle,regular
83631347,highway,turning_circle,regular
83631461,highway,turning_circle,regular
83631861,highway,turning_circle,regular
83632333,highway,turning_circle,regular
83632336,highway,turning_circle,regular
83632833,highway,turning_circle,regular
83632839,highway,turning_circle,regular
83632903,highway,turning_circle,regular
83633093,highway,turning_circle,regular
83633171,highway,turning_circle,regular
83633298,highway,turning_circle,regular
83633404,highway,turning_circle,regular
83633657,highway,turning_circle,regular
83633756,highway,stop,regular
83633756,stop,all,regular
83633923,highway,turning_circle,regular
83633973,highway,turning_circle,regular
83634316,highway,turning_circle,regular
83634518,highway,turning_circle,regular
83634559,highway,turning_circle,regular
83635037,highway,turning_circle,regular
83635369,highway,turning_circle,regular
83635486,highway,turning_circle,regular
83635581,highway,turning_circle,regular
83635803,highway,turning_circle,regular
83635955,barrier,gate,regular
83635955,bicycle,no,regular
83635955,foot,yes,regular
83635983,highway,turning_circle,regular
83636143,highway,turning_circle,regular
83636299,highway,turning_circle,regular
83636407,highway,turning_circle,regular
83636407,source,Bing,regular
83636427,highway,turning_circle,regular
83636976,highway,turning_circle,regular
83637260,highway,turning_circle,regular
83637861,bicycle,yes,regular
83637861,crossing,traffic_signals,regular
83637861,crossing_ref,toucan,regular
83637861,highway,crossing,regular
83638512,highway,turning_circle,regular
83638986,highway,turning_circle,regular
83638988,highway,turning_circle,regular
83639015,highway,turning_circle,regular
83639052,highway,traffic_signals,regular
83639052,traffic_signals,signal,regular
83639128,highway,turning_circle,regular
83639152,highway,turning_circle,regular
83639224,highway,turning_circle,regular
83639263,highway,turning_circle,regular
83639358,highway,turning_circle,regular
83639485,highway,turning_circle,regular
83639486,highway,turning_circle,regular
83639559,highway,turning_circle,regular
83639560,highway,turning_circle,regular
83639697,highway,turning_circle,regular
83640278,noexit,yes,regular
83640352,highway,turning_circle,regular
83640408,highway,turning_circle,regular
83641253,highway,turning_circle,regular
83641475,highway,traffic_signals,regular
83641537,highway,turning_circle,regular
83641776,highway,turning_circle,regular
83641910,highway,turning_circle,regular
83642169,highway,turning_circle,regular
83642307,highway,turning_circle,regular
83642313,highway,turning_circle,regular
83642442,crossing,traffic_signals,regular
83642442,highway,traffic_signals,regular
83642447,highway,turning_circle,regular
83642610,crossing,traffic_signals,regular
83642610,highway,traffic_signals,regular
83642625,crossing,traffic_signals,regular
83642625,highway,traffic_signals,regular
83642678,crossing,traffic_signals,regular
83642678,highway,traffic_signals,regular
83642794,highway,turning_circle,regular
83642807,highway,turning_circle,regular
83642928,highway,turning_circle,regular
83643060,highway,turning_circle,regular
83643382,highway,turning_circle,regular
83643430,highway,turning_circle,regular
83643519,highway,turning_circle,regular
83643593,highway,turning_circle,regular
83643698,highway,turning_circle,regular
83643999,highway,turning_circle,regular
83644157,highway,turning_circle,regular
83644457,highway,turning_circle,regular
83644469,highway,turning_circle,regular
83644641,crossing,traffic_signals,regular
83644641,highway,traffic_signals,regular
83644854,highway,turning_circle,regular
83644960,railway,level_crossing,regular
83644966,railway,level_crossing,regular
83644966,source,bing,regular
83645015,highway,turning_circle,regular
83645147,highway,turning_circle,regular
83645588,highway,traffic_signals,regular
83645609,highway,traffic_signals,regular
83645620,highway,traffic_signals,regular
83645718,highway,turning_circle,regular
83645854,highway,turning_circle,regular
83645973,highway,turning_circle,regular
83646255,highway,turning_circle,regular
83646466,highway,turning_loop,regular
83646551,highway,turning_circle,regular
83646726,highway,turning_circle,regular
83646757,highway,turning_circle,regular
83646978,highway,turning_circle,regular
83647212,highway,turning_circle,regular
83647274,highway,turning_circle,regular
83647339,highway,turning_circle,regular
83647433,highway,turning_circle,regular
83647543,highway,turning_circle,regular
83647618,highway,turning_circle,regular
83647785,highway,turning_circle,regular
83647910,highway,turning_circle,regular
83647963,highway,turning_circle,regular
83648222,highway,turning_circle,regular
83648597,highway,turning_circle,regular
83648864,highway,turning_circle,regular
83648949,highway,turning_circle,regular
83649048,highway,turning_circle,regular
83649341,highway,turning_circle,regular
83649438,highway,turning_circle,regular
83649746,highway,turning_circle,regular
83649937,highway,turning_circle,regular
83649942,highway,turning_circle,regular
83649993,highway,turning_circle,regular
83649998,highway,turning_circle,regular
83650087,highway,turning_circle,regular
83650105,highway,turning_circle,regular
83650463,highway,turning_circle,regular
83650679,highway,turning_circle,regular
83650801,highway,turning_circle,regular
83650879,highway,turning_circle,regular
83651126,highway,turning_circle,regular
83651139,highway,turning_circle,regular
83651153,highway,turning_circle,regular
83651405,highway,turning_circle,regular
83651651,highway,traffic_signals,regular
83651653,railway,level_crossing,regular
83651658,highway,traffic_signals,regular
83651757,highway,turning_circle,regular
83652255,highway,turning_circle,regular
83652459,highway,turning_circle,regular
83652471,highway,turning_circle,regular
83652728,highway,turning_circle,regular
83653114,highway,turning_circle,regular
83653227,highway,turning_circle,regular
83653409,highway,turning_circle,regular
83653573,highway,turning_circle,regular
83653629,highway,turning_circle,regular
83653660,highway,turning_circle,regular
83653718,highway,turning_circle,regular
83653730,highway,turning_circle,regular
83654524,highway,turning_circle,regular
83655142,highway,turning_circle,regular
83655142,source,Bing,regular
83655149,highway,turning_circle,regular
83655290,highway,turning_circle,regular
83655376,crossing,traffic_signals,regular
83655376,highway,traffic_signals,regular
83655563,highway,turning_circle,regular
83656187,highway,turning_circle,regular
83656274,highway,turning_circle,regular
83656339,highway,turning_circle,regular
83656584,railway,level_crossing,regular
83656591,highway,turning_circle,regular
83656874,highway,turning_circle,regular
83657242,highway,turning_circle,regular
83657334,railway,crossing,regular
83657360,railway,level_crossing,regular
83657753,highway,turning_circle,regular
83657945,highway,turning_circle,regular
83658218,highway,turning_circle,regular
83658295,highway,turning_circle,regular
83658555,highway,traffic_signals,regular
83658862,highway,turning_circle,regular
83658968,crossing,traffic_signals,regular
83658968,highway,traffic_signals,regular
83659053,highway,turning_circle,regular
83659304,highway,turning_circle,regular
83659316,highway,turning_circle,regular
83659567,highway,turning_circle,regular
83660003,highway,turning_circle,regular
83660040,railway,level_crossing,regular
83660345,highway,turning_circle,regular
83660794,highway,turning_circle,regular
83660819,crossing,traffic_signals,regular
83660819,highway,traffic_signals,regular
83660833,highway,turning_circle,regular
83661783,highway,turning_circle,regular
83661855,highway,turning_circle,regular
83662256,highway,turning_circle,regular
83662352,highway,turning_circle,regular
83662381,highway,turning_circle,regular
83662460,crossing,traffic_signals,regular
83662460,highway,traffic_signals,regular
83662466,crossing,traffic_signals,regular
83662466,highway,traffic_signals,regular
83662475,crossing,traffic_signals,regular
83662475,highway,traffic_signals,regular
83663050,highway,turning_circle,regular
83663609,highway,traffic_signals,regular
83663931,highway,turning_circle,regular
83664046,highway,turning_circle,regular
83664333,amenity,parking,regular
83664333,name,Parley's Crossing Trailhead,regular
83664643,highway,turning_circle,regular
83664885,highway,turning_circle,regular
83664929,highway,turning_circle,regular
83665015,highway,turning_circle,regular
83665022,highway,turning_circle,regular
83665360,highway,turning_circle,regular
83665406,highway,turning_circle,regular
83665526,highway,turning_circle,regular
83665905,highway,turning_circle,regular
83666083,highway,turning_circle,regular
83666268,highway,turning_circle,regular
83666352,highway,turning_circle,regular
83666510,highway,turning_circle,regular
83667024,highway,turning_circle,regular
83667056,highway,turning_circle,regular
83667069,highway,turning_circle,regular
83667244,highway,turning_circle,regular
83667299,highway,turning_circle,regular
83667551,highway,turning_circle,regular
83668002,highway,turning_circle,regular
83668771,highway,turning_circle,regular
83669042,highway,turning_circle,regular
83669226,highway,turning_circle,regular
83669389,highway,traffic_signals,regular
83669414,highway,turning_circle,regular
83669838,highway,traffic_signals,regular
83670263,highway,turning_circle,regular
83670511,highway,turning_circle,regular
83670543,highway,turning_circle,regular
83670708,highway,turning_circle,regular
83670739,highway,turning_circle,regular
83670810,highway,turning_circle,regular
83670930,highway,traffic_signals,regular
83671049,highway,turning_circle,regular
83671663,highway,turning_circle,regular
83672247,highway,turning_circle,regular
83672303,highway,turning_loop,regular
83672322,highway,turning_circle,regular
83672459,highway,turning_circle,regular
83672536,highway,turning_circle,regular
83672597,highway,turning_circle,regular
83672706,highway,turning_circle,regular
83672874,highway,turning_circle,regular
